"respondent_id","age_group","gender","education","region","completion_time_sec","attention_check","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","flag_duplicate_id","flag_fast_response","item_missing_rate","flag_high_missingness","unique_likert_values","flag_straight_lining","flag_attention_check_failed","quality_flag_count","exclude_from_analysis"
"R00491","18-29","Female","Bachelor's","West",447,"Correct",5,4,1,5,5,1,4,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00492","18-29","Male","Some college","South",576,"Correct",4,4,4,4,4,4,4,4,4,4,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00493","18-29","Male","High school or less","Northeast",427,"Incorrect",4,3,2,2,3,3,4,3,5,5,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00494","45-64","Female","High school or less","South",289,"Correct",3,5,4,2,3,4,3,4,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00495","30-44","Male","Graduate","Midwest",695,"Correct",4,4,4,3,3,2,3,4,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00496","30-44","Male","Bachelor's","Midwest",354,"Correct",5,2,4,3,2,3,4,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00497","45-64","Male","Some college","Northeast",526,"Correct",4,5,4,4,5,3,4,1,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00498","45-64","Other","Some college","West",421,"Correct",1,2,5,4,2,4,4,4,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00499","30-44","Female","High school or less","South",266,"Correct",4,1,4,4,3,2,3,3,NA,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00500","45-64","Female","Some college","South",122,"Correct",4,NA,4,4,3,4,3,1,4,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00501","18-29","Male","Graduate","South",332,"Incorrect",5,4,3,5,4,3,NA,4,4,5,FALSE,FALSE,0.1,FALSE,3,FALSE,TRUE,1,FALSE
"R00502","18-29","Male","Bachelor's","Midwest",478,"Correct",4,3,4,5,3,2,4,4,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00503","45-64","Female","Bachelor's","Northeast",364,"Correct",2,5,4,4,4,4,2,3,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00504","30-44","Female","Bachelor's","Midwest",269,"Correct",4,5,2,3,5,5,5,1,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00505","30-44","Male","Some college","South",183,"Correct",3,4,3,4,3,5,5,2,1,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00506","30-44","Female","High school or less","Northeast",436,"Correct",4,4,5,5,5,5,5,1,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00507","18-29","Female","Graduate","Northeast",447,"Correct",4,NA,2,3,1,4,1,3,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00508","18-29","Female","Bachelor's","Midwest",885,"Correct",2,3,3,3,4,3,3,5,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00509","65+","Male","Graduate","South",461,"Correct",2,5,3,4,2,4,3,3,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00510","18-29","Female","High school or less","South",964,"Correct",3,5,3,4,1,2,4,2,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00511","30-44","Female","Bachelor's","Northeast",436,"Correct",5,5,5,4,3,4,3,5,4,NA,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00512","18-29","Male","Some college","Midwest",333,"Correct",2,2,4,2,4,3,4,4,3,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00513","18-29","Male","Some college","South",512,"Correct",1,4,4,3,4,3,3,4,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00514","18-29","Male","Some college","Northeast",416,"Correct",5,2,NA,4,1,4,4,4,4,5,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00515","65+","Male","Some college","Midwest",409,"Correct",5,3,4,4,4,4,2,2,1,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00516","30-44","Male","High school or less","South",206,"Correct",2,4,1,2,4,4,2,4,3,4,TRUE,FALSE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00517","18-29","Female","Bachelor's","West",355,"Correct",5,4,4,4,3,5,1,3,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00518","45-64","Male","Bachelor's","South",183,"Correct",4,5,4,3,2,3,5,3,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00519","30-44","Female","High school or less","South",336,"Correct",2,5,2,2,5,4,3,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00520","18-29","Female","Some college","West",712,"Correct",4,2,3,5,5,4,1,4,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00521","18-29","Male","Bachelor's","Midwest",57,"Correct",2,4,5,4,3,3,NA,NA,3,2,FALSE,TRUE,0.2,FALSE,4,FALSE,FALSE,1,FALSE
"R00522","65+","Female","High school or less","Midwest",289,"Correct",5,4,2,2,1,4,5,1,1,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00523","45-64","Male","Bachelor's","Midwest",357,"Correct",4,4,1,1,3,1,1,2,NA,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00524","45-64","Female","Graduate","West",220,"Correct",3,5,2,3,4,4,4,5,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00525","30-44","Female","High school or less","Northeast",202,"Correct",2,5,5,3,3,4,4,NA,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00526","45-64","Female","Graduate","West",1158,"Correct",1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00527","18-29","Male","Bachelor's","South",638,"Correct",3,NA,5,1,4,3,3,4,4,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00528","30-44","Male","Graduate","Midwest",63,"Correct",4,4,4,3,5,4,3,4,2,2,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00529","18-29","Female","Graduate","Northeast",480,"Correct",2,4,4,3,3,4,3,3,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00530","18-29","Male","Some college","Northeast",322,"Correct",5,5,4,5,3,4,3,2,5,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00531","30-44","Female","Some college","Midwest",245,"Correct",5,3,4,4,3,5,3,4,4,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00532","30-44","Male","Some college","South",571,"Correct",1,2,2,3,1,4,3,4,5,NA,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00533","18-29","Female","Some college","South",633,"Correct",3,2,NA,3,3,5,4,4,3,1,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00534","30-44","Male","Graduate","West",242,"Correct",2,4,4,4,4,4,4,5,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00535","65+","Other","Bachelor's","Northeast",1443,"Correct",5,3,3,3,4,2,1,5,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00536","30-44","Male","Bachelor's","South",236,"Correct",2,4,5,2,4,1,3,1,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00537","45-64","Female","Bachelor's","West",686,"Correct",3,5,2,5,4,3,5,NA,2,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00538","18-29","Female","Some college","West",429,"Correct",4,1,3,4,5,4,3,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00539","30-44","Male","Graduate","West",341,"Correct",2,3,3,3,5,4,5,2,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00540","30-44","Male","Some college","South",402,"Correct",4,4,2,5,5,4,4,3,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00541","18-29","Male","Some college","Northeast",930,"Incorrect",4,5,5,4,NA,3,4,2,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,TRUE,1,FALSE
"R00542","45-64","Male","Bachelor's","South",860,"Correct",5,2,2,4,4,4,NA,5,4,5,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00543","18-29","Female","High school or less","Midwest",433,"Correct",2,2,2,3,4,4,4,3,2,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00544","45-64","Female","Bachelor's","South",722,"Correct",4,5,5,5,3,4,5,5,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00545","18-29","Male","Some college","South",413,"Incorrect",4,5,2,4,2,4,5,3,4,2,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00546","30-44","Male","Bachelor's","South",725,"Correct",1,2,5,1,3,4,3,NA,4,2,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00547","45-64","Male","Some college","South",400,"Correct",4,3,5,4,4,4,2,2,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00548","30-44","Female","Some college","West",1037,"Correct",4,1,3,4,4,4,3,4,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00549","45-64","Male","Some college","Midwest",159,"Correct",3,4,3,1,4,NA,NA,1,4,3,FALSE,FALSE,0.2,FALSE,3,FALSE,FALSE,0,FALSE
"R00550","30-44","Female","Bachelor's","West",901,"Correct",4,5,4,5,4,NA,4,1,1,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00551","45-64","Female","Graduate","Midwest",481,"Correct",4,5,4,3,4,4,3,4,5,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00552","30-44","Female","Graduate","South",779,"Correct",1,3,4,4,5,4,1,5,5,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00553","18-29","Female","High school or less","South",1177,"Correct",2,5,4,3,1,4,3,4,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00554","30-44","Male","Bachelor's","South",784,"Correct",3,3,1,4,2,2,3,5,2,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00555","30-44","Female","Graduate","South",1381,"Correct",4,5,2,2,4,4,4,3,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00556","18-29","Female","Bachelor's","West",623,"Correct",2,5,2,5,4,5,NA,4,4,4,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00557","30-44","Female","Graduate","South",149,"Correct",4,4,1,1,2,4,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00558","45-64","Male","High school or less","South",319,"Correct",3,5,5,4,4,NA,3,1,3,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00559","30-44","Female","High school or less","Midwest",776,"Correct",4,5,3,5,3,5,4,4,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00560","30-44","Other","High school or less","South",320,"Correct",4,4,4,4,3,2,3,1,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00561","45-64","Female","Bachelor's","South",540,"Correct",2,2,2,3,5,NA,3,3,3,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00562","45-64","Female","Some college","South",324,"Correct",4,3,3,NA,3,4,2,3,2,5,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00563","45-64","Male","Some college","South",558,"Correct",4,4,4,2,5,1,2,NA,1,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00564","18-29","Female","Bachelor's","Midwest",430,"Correct",2,4,4,NA,2,4,5,4,5,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00565","30-44","Male","High school or less","Northeast",419,"Correct",4,2,4,4,4,5,1,NA,4,3,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00566","18-29","Female","High school or less","Northeast",605,"Correct",3,4,3,4,2,5,4,5,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00567","18-29","Male","Bachelor's","Midwest",970,"Correct",5,5,3,3,4,3,5,4,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00568","18-29","Female","Bachelor's","Northeast",339,"Correct",2,4,2,1,4,4,5,3,2,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00569","18-29","Male","Graduate","South",223,"Correct",4,4,3,4,2,5,1,4,2,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00570","30-44","Male","Some college","West",812,"Correct",5,2,2,3,5,2,4,3,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00571","18-29","Female","Graduate","South",198,"Correct",5,3,5,4,4,4,3,3,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00572","45-64","Female","High school or less","Midwest",517,"Correct",2,1,NA,3,5,2,5,4,5,1,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00573","30-44","Female","High school or less","Midwest",659,"Correct",5,3,4,5,4,2,4,3,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00574","30-44","Female","Bachelor's","South",491,"Correct",2,3,3,4,1,1,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00575","30-44","Male","High school or less","Northeast",1200,"Correct",5,2,1,4,5,4,1,4,3,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00576","30-44","Female","High school or less","South",406,"Incorrect",5,4,5,3,4,5,2,4,2,3,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00577","45-64","Female","Some college","West",813,"Correct",NA,5,4,4,4,4,3,NA,3,5,FALSE,FALSE,0.2,FALSE,3,FALSE,FALSE,0,FALSE
"R00578","18-29","Female","Bachelor's","Midwest",952,"Correct",4,4,4,1,2,4,3,2,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00579","18-29","Male","Graduate","South",422,"Correct",3,1,4,4,1,4,4,5,NA,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00580","18-29","Female","Some college","Northeast",591,"Correct",4,3,5,3,2,4,4,2,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00581","45-64","Male","Bachelor's","Midwest",281,"Correct",4,5,2,3,1,2,4,3,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00582","18-29","Female","Graduate","South",854,"Correct",4,4,2,3,4,3,4,4,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00583","30-44","Male","Some college","South",639,"Correct",4,4,5,4,3,4,2,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00584","30-44","Male","High school or less","Northeast",171,"Correct",4,4,3,2,4,1,3,NA,5,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00585","45-64","Female","Graduate","South",461,"Correct",2,4,4,4,NA,5,2,1,NA,3,FALSE,FALSE,0.2,FALSE,5,FALSE,FALSE,0,FALSE
"R00586","30-44","Male","Some college","South",569,"Correct",3,4,4,5,NA,3,4,2,NA,2,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE
"R00587","45-64","Female","High school or less","Midwest",707,"Correct",4,1,5,2,2,4,3,4,3,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00588","45-64","Male","Graduate","Northeast",440,"Correct",5,5,4,2,5,2,1,4,4,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00589","18-29","Male","Some college","Northeast",234,"Correct",2,5,3,4,5,2,3,2,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00590","18-29","Female","Some college","Northeast",407,"Correct",3,1,3,4,3,2,3,3,1,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00591","45-64","Female","Graduate","Northeast",1173,"Correct",5,1,3,1,3,2,1,1,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00592","30-44","Female","Some college","South",245,"Correct",2,3,2,3,2,4,3,5,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00593","30-44","Female","Some college","South",247,"Correct",3,5,5,4,1,3,4,4,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00594","18-29","Female","Graduate","West",344,"Correct",4,5,3,5,4,4,5,2,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00595","30-44","Female","Bachelor's","West",116,"Correct",1,4,5,3,4,1,4,4,1,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00596","30-44","Male","Graduate","Midwest",212,"Correct",1,3,4,1,5,3,5,4,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00597","18-29","Female","Some college","West",166,"Correct",5,4,3,5,3,1,3,2,5,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00598","65+","Male","Graduate","West",799,"Correct",4,4,4,5,3,5,5,4,3,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00599","18-29","Female","Graduate","West",737,"Correct",4,3,4,2,4,5,3,2,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00600","65+","Other","Graduate","Northeast",231,"Correct",3,2,3,5,5,4,3,3,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00601","18-29","Male","Some college","West",563,"Correct",4,4,5,3,4,3,3,3,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00602","18-29","Female","Some college","Northeast",353,"Correct",4,5,4,3,2,2,4,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00603","18-29","Female","Graduate","Northeast",448,"Correct",3,2,NA,1,5,4,3,3,5,3,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00604","18-29","Female","Some college","Midwest",993,"Correct",1,NA,4,2,2,2,5,4,1,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00605","30-44","Male","Some college","South",145,"Incorrect",1,4,3,3,2,5,5,5,4,5,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE
"R00606","30-44","Female","Graduate","Northeast",366,"Correct",3,2,5,4,1,4,4,2,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00607","45-64","Female","Bachelor's","West",519,"Correct",4,2,2,4,3,NA,4,3,2,3,TRUE,FALSE,0.1,FALSE,3,FALSE,FALSE,1,FALSE
"R00608","18-29","Female","Bachelor's","South",144,"Incorrect",4,5,4,1,4,4,4,2,5,2,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00609","30-44","Female","High school or less","Midwest",53,"Correct",1,1,5,5,3,3,1,3,4,3,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00610","45-64","Female","Some college","West",709,"Correct",2,3,4,2,3,3,4,3,2,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00611","30-44","Female","Bachelor's","South",389,"Correct",2,5,2,5,4,5,2,4,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00612","18-29","Other","High school or less","Midwest",447,"Correct",1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00614","18-29","Female","Bachelor's","West",489,"Correct",3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00615","65+","Male","Some college","Northeast",604,"Correct",5,4,3,4,5,5,4,5,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00616","18-29","Female","Some college","South",396,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00617","45-64","Male","Bachelor's","West",146,"Correct",1,3,3,3,5,1,3,3,5,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00618","18-29","Male","Some college","Northeast",982,"Correct",3,3,5,5,5,4,4,4,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00619","45-64","Male","Bachelor's","West",281,"Correct",5,5,2,3,4,5,4,5,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00620","30-44","Female","Bachelor's","South",327,"Correct",2,4,2,4,5,4,3,3,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00621","30-44","Female","High school or less","South",335,"Correct",1,2,3,2,3,4,4,4,1,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00622","18-29","Female","Some college","West",486,"Correct",2,4,3,2,3,2,3,3,4,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00623","30-44","Female","Bachelor's","Midwest",403,"Correct",4,2,2,4,1,1,4,2,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00624","18-29","Male","High school or less","South",535,"Correct",1,4,1,4,5,5,3,4,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00625","45-64","Female","High school or less","South",332,"Correct",5,5,5,5,5,5,5,5,5,5,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00626","30-44","Male","Graduate","Midwest",444,"Correct",1,4,2,3,3,4,4,3,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00627","45-64","Female","High school or less","Midwest",500,"Correct",2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00628","45-64","Other","Some college","Northeast",650,"Correct",3,3,1,3,1,3,4,3,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00629","30-44","Male","High school or less","Northeast",317,"Correct",2,5,1,4,2,4,3,3,2,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00630","65+","Male","Some college","Midwest",503,"Correct",5,5,1,2,2,4,5,3,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00631","30-44","Male","Some college","Northeast",548,"Correct",4,2,5,3,4,3,4,1,NA,1,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00632","18-29","Female","Bachelor's","West",421,"Correct",4,4,3,4,5,2,5,4,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00633","30-44","Female","Bachelor's","Midwest",373,"Correct",2,4,5,4,5,1,5,4,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00634","45-64","Female","Graduate","South",774,"Correct",3,5,4,2,2,4,4,2,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00635","30-44","Female","Bachelor's","Midwest",503,"Correct",4,NA,1,5,2,3,4,4,3,2,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00636","45-64","Female","Some college","South",96,"Correct",5,4,4,5,3,3,3,4,4,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00637","45-64","Male","Some college","South",392,"Correct",3,5,1,2,4,3,4,3,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00638","18-29","Female","Bachelor's","South",339,"Correct",5,4,2,4,3,4,NA,2,2,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00639","18-29","Male","Some college","South",482,"Correct",2,5,4,5,5,5,4,1,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00640","18-29","Male","Graduate","West",530,"Correct",3,2,2,2,4,5,5,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00641","65+","Male","High school or less","West",535,"Correct",1,3,5,4,5,4,3,3,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00642","18-29","Female","Bachelor's","South",639,"Correct",2,2,4,2,1,4,4,3,2,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00643","18-29","Female","Some college","South",25,"Correct",3,2,5,3,4,4,4,3,3,3,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00644","18-29","Male","Some college","West",181,"Incorrect",3,2,3,5,2,4,4,4,3,2,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00645","18-29","Female","Bachelor's","Midwest",397,"Correct",4,3,3,4,4,4,NA,4,4,4,FALSE,FALSE,0.1,FALSE,2,FALSE,FALSE,0,FALSE
"R00646","65+","Female","Bachelor's","West",367,"Correct",2,3,4,4,4,1,2,5,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00647","65+","Male","High school or less","West",55,"Correct",4,4,2,3,4,3,1,2,3,4,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00648","18-29","Female","Graduate","South",859,"Correct",3,3,2,4,3,3,3,4,1,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00649","45-64","Female","Graduate","Northeast",402,"Correct",5,1,4,4,2,1,4,3,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00650","30-44","Female","High school or less","South",165,"Correct",1,3,3,4,3,2,4,3,1,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00651","45-64","Male","Bachelor's","Northeast",900,"Correct",4,3,3,2,4,4,3,3,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00652","18-29","Male","Bachelor's","Northeast",540,"Correct",4,4,1,4,4,2,4,NA,3,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00653","45-64","Female","Graduate","Northeast",388,"Correct",1,3,3,4,5,3,5,4,5,NA,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00654","30-44","Female","Graduate","Midwest",630,"Correct",3,4,1,5,5,2,4,4,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00655","18-29","Male","Bachelor's","Midwest",436,"Correct",1,2,5,3,3,2,4,2,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
